,log2_fold_change,absolute_fold_change,regulation
hsa-mir-3670-3,0.0,0.0,downregulated
hsa-mir-3670-4,0.0,0.0,downregulated
hsa-mir-3671,0.0,0.0,downregulated
hsa-mir-548i-1,0.0,0.0,downregulated
hsa-mir-548i-2,0.0,0.0,downregulated
hsa-mir-548i-3,0.0,0.0,downregulated
hsa-mir-548i-4,0.0,0.0,downregulated
hsa-mir-6724-1,0.0,0.0,downregulated
hsa-mir-6724-2,0.0,0.0,downregulated
hsa-mir-548f-2,0.0,0.0,downregulated
hsa-mir-548f-3,0.0,0.0,downregulated
hsa-mir-548g,0.0,0.0,downregulated
hsa-mir-548h-1,0.0,0.0,downregulated
hsa-mir-548h-2,0.0,0.0,downregulated
hsa-mir-548h-4,0.0,0.0,downregulated
hsa-mir-4447,0.0,0.0,downregulated
hsa-mir-4328,0.0,0.0,downregulated
hsa-mir-4329,0.0,0.0,downregulated
hsa-mir-3666,0.0,0.0,downregulated
hsa-mir-3648-1,0.0,0.0,downregulated
hsa-mir-3648-2,0.0,0.0,downregulated
hsa-mir-325,0.0,0.0,downregulated
hsa-mir-3201,0.0,0.0,downregulated
hsa-mir-3179-2,0.0,0.0,downregulated
hsa-mir-3179-3,0.0,0.0,downregulated
hsa-mir-3179-4,0.0,0.0,downregulated
hsa-mir-3179-1,0.0,0.0,downregulated
hsa-mir-5701-2,0.0,0.0,downregulated
hsa-mir-5701-3,0.0,0.0,downregulated
hsa-mir-569,0.0,0.0,downregulated
hsa-mir-5692b,0.0,0.0,downregulated
hsa-mir-562,0.0,0.0,downregulated
hsa-mir-566,0.0,0.0,downregulated
hsa-mir-568,0.0,0.0,downregulated
hsa-mir-553,0.0,0.0,downregulated
hsa-mir-557,0.0,0.0,downregulated
hsa-mir-3123,0.0,0.0,downregulated
hsa-mir-3134,0.0,0.0,downregulated
hsa-mir-4486,0.0,0.0,downregulated
hsa-mir-4495,0.0,0.0,downregulated
hsa-mir-4499,0.0,0.0,downregulated
hsa-mir-4472-1,0.0,0.0,downregulated
hsa-mir-4472-2,0.0,0.0,downregulated
hsa-mir-4475,0.0,0.0,downregulated
hsa-mir-4477a,0.0,0.0,downregulated
hsa-mir-4477b,0.0,0.0,downregulated
hsa-mir-4481,0.0,0.0,downregulated
hsa-mir-4455,0.0,0.0,downregulated
hsa-mir-4456,0.0,0.0,downregulated
hsa-mir-548z,0.0,0.0,downregulated
hsa-mir-3118-1,0.0,0.0,downregulated
hsa-mir-3118-2,0.0,0.0,downregulated
hsa-mir-3118-3,0.0,0.0,downregulated
hsa-mir-3118-4,0.0,0.0,downregulated
hsa-mir-300,0.0,0.0,downregulated
hsa-mir-302e,0.0,0.0,downregulated
hsa-mir-302f,0.0,0.0,downregulated
hsa-mir-297,0.0,0.0,downregulated
hsa-mir-7150,0.0,0.0,downregulated
hsa-mir-7153,0.0,0.0,downregulated
hsa-mir-4540,0.0,0.0,downregulated
hsa-mir-4524b,0.0,0.0,downregulated
hsa-mir-4531,0.0,0.0,downregulated
hsa-mir-4514,0.0,0.0,downregulated
hsa-mir-4500,0.0,0.0,downregulated
hsa-mir-4509-1,0.0,0.0,downregulated
hsa-mir-4509-2,0.0,0.0,downregulated
hsa-mir-4509-3,0.0,0.0,downregulated
hsa-mir-7154,0.0,0.0,downregulated
hsa-mir-7159,0.0,0.0,downregulated
hsa-mir-2052,0.0,0.0,downregulated
hsa-mir-2053,0.0,0.0,downregulated
hsa-mir-2054,0.0,0.0,downregulated
hsa-mir-1973,0.0,0.0,downregulated
hsa-mir-1972-2,0.0,0.0,downregulated
hsa-mir-7162,0.0,0.0,downregulated
hsa-mir-7515,0.0,0.0,downregulated
hsa-mir-759,0.0,0.0,downregulated
hsa-mir-6072,0.0,0.0,downregulated
hsa-mir-6074,0.0,0.0,downregulated
hsa-mir-6511a-1,0.0,0.0,downregulated
hsa-mir-6511a-2,0.0,0.0,downregulated
hsa-mir-6511a-3,0.0,0.0,downregulated
hsa-mir-6511a-4,0.0,0.0,downregulated
hsa-mir-5739,0.0,0.0,downregulated
hsa-mir-5787,0.0,0.0,downregulated
hsa-mir-5701-1,0.0,0.0,downregulated
hsa-mir-1470,0.0,0.0,downregulated
hsa-mir-548aj-1,0.0,0.0,downregulated
hsa-mir-548aj-2,0.0,0.0,downregulated
hsa-mir-5197,0.0,0.0,downregulated
hsa-mir-6724-3,0.0,0.0,downregulated
hsa-mir-6724-4,0.0,0.0,downregulated
hsa-mir-5096,0.0,0.0,downregulated
hsa-mir-4801,0.0,0.0,downregulated
hsa-mir-1321,0.0,0.0,downregulated
hsa-mir-1324,0.0,0.0,downregulated
hsa-mir-8053,0.0,0.0,downregulated
hsa-mir-8054,0.0,0.0,downregulated
hsa-mir-8055,0.0,0.0,downregulated
hsa-mir-1302-1,0.0,0.0,downregulated
hsa-mir-1302-10,0.0,0.0,downregulated
hsa-mir-1302-11,0.0,0.0,downregulated
hsa-mir-1302-2,0.0,0.0,downregulated
hsa-mir-1302-4,0.0,0.0,downregulated
hsa-mir-1302-5,0.0,0.0,downregulated
hsa-mir-1302-6,0.0,0.0,downregulated
hsa-mir-1302-7,0.0,0.0,downregulated
hsa-mir-1302-8,0.0,0.0,downregulated
hsa-mir-1302-9,0.0,0.0,downregulated
hsa-mir-8056,0.0,0.0,downregulated
hsa-mir-8057,0.0,0.0,downregulated
hsa-mir-8060,0.0,0.0,downregulated
hsa-mir-8061,0.0,0.0,downregulated
hsa-mir-8062,0.0,0.0,downregulated
hsa-mir-8063,0.0,0.0,downregulated
hsa-mir-8065,0.0,0.0,downregulated
hsa-mir-8067,0.0,0.0,downregulated
hsa-mir-8068,0.0,0.0,downregulated
hsa-mir-8069-1,0.0,0.0,downregulated
hsa-mir-8069-2,0.0,0.0,downregulated
hsa-mir-8070,0.0,0.0,downregulated
hsa-mir-1279,0.0,0.0,downregulated
hsa-mir-8071-1,0.0,0.0,downregulated
hsa-mir-8071-2,0.0,0.0,downregulated
hsa-mir-8074,0.0,0.0,downregulated
hsa-mir-8076,0.0,0.0,downregulated
hsa-mir-8078,0.0,0.0,downregulated
hsa-mir-8080,0.0,0.0,downregulated
hsa-mir-8081,0.0,0.0,downregulated
hsa-mir-8084,0.0,0.0,downregulated
hsa-mir-1268a,0.0,0.0,downregulated
hsa-mir-1273d,0.0,0.0,downregulated
hsa-mir-1273e,0.0,0.0,downregulated
hsa-mir-1200,0.0,0.0,downregulated
hsa-mir-1202,0.0,0.0,downregulated
hsa-mir-1205,0.0,0.0,downregulated
hsa-mir-1208,0.0,0.0,downregulated
hsa-mir-1183,0.0,0.0,downregulated
hsa-mir-920,0.0,0.0,downregulated
hsa-mir-9500,0.0,0.0,downregulated
hsa-mir-548aa-1,0.0,0.0,downregulated
hsa-mir-548ae-1,0.0,0.0,downregulated
hsa-mir-548ae-2,0.0,0.0,downregulated
hsa-mir-103b-2,0.0,0.0,downregulated
hsa-mir-941-2,0.0,0.0,downregulated
hsa-mir-941-3,0.0,0.0,downregulated
hsa-mir-941-4,0.0,0.0,downregulated
hsa-mir-941-5,0.0,0.0,downregulated
hsa-mir-633,0.0,0.0,downregulated
hsa-mir-634,0.0,0.0,downregulated
hsa-mir-6133,0.0,0.0,downregulated
hsa-mir-6134,0.0,0.0,downregulated
hsa-mir-619,0.0,0.0,downregulated
hsa-mir-620,0.0,0.0,downregulated
hsa-mir-626,0.0,0.0,downregulated
hsa-mir-1233-1,0.0,0.0,downregulated
hsa-mir-1233-2,0.0,0.0,downregulated
